"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"igfxEM","1","568","2203463905280","13836288","4042752","14808","C:\WINDOWS\System32\DriverStore\FileRepository\cui_dch.inf_amd64_bd81469b51147524\igfxEM.exe","""C:\WINDOWS\System32\DriverStore\FileRepository\cui_dch.inf_amd64_bd81469b51147524\igfxEM.exe""","System.Diagnostics.Process (igfxCUIService)","Intel Corporation","1.5","6.15.101.2114","6.15.101.2114","igfxEM Module","Intel(R) Common User Interface","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4464","8",,"False","12/02/2024 09:42:57",,"8416",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","14808","14808","4042752","4042752","220736","220736","5029888","5029888","15273984","15273984","2203471249408","153026560","True","Normal","4042752","4042752","255","1",,"System.Diagnostics.ProcessThreadCollection","568","2203463905280","145682432","False",,,,"13836288","13836288",,"System.Diagnostics.ProcessModule (igfxEM.exe)","00:00:01.3437500","00:00:01.5000000","00:00:00.1562500","igfxEM","0","","True",,
"igfxext","1","157","2203426242560","9711616","2998272","11208","C:\WINDOWS\System32\DriverStore\FileRepository\cui_dch.inf_amd64_bd81469b51147524\igfxext.exe","""C:\WINDOWS\System32\DriverStore\FileRepository\cui_dch.inf_amd64_bd81469b51147524\igfxext.exe"" -Embedding","System.Diagnostics.Process (svchost)","Intel Corporation","0.15625","6.15.101.2114","6.15.101.2114","igfxext Module","Intel(R) Common User Interface","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3384","8",,"False","12/02/2024 09:42:59",,"10136",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","11208","11208","2998272","2998272","136192","136192","3309568","3309568","11067392","11067392","2203433328640","115105792","True","Normal","2998272","2998272","255","1",,"System.Diagnostics.ProcessThreadCollection","157","2203426242560","108019712","False",,,,"9711616","9711616",,"System.Diagnostics.ProcessModule (igfxext.exe)","00:00:00.1250000","00:00:00.1562500","00:00:00.0312500","igfxext","0","","True",,
"IntelAudioService","0","471","4984422400","19361792","30785536","25128","C:\WINDOWS\system32\cAVS\IAS\IntelAudioService.exe","C:\WINDOWS\system32\cAVS\IAS\IntelAudioService.exe","System.Diagnostics.Process (services)","Intel","1.015625","01.00.1287.00","01.00.1287.00","IntelAudioService","IntelAudioService","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5016","8",,"False","12/02/2024 09:42:52",,"4780",".","5652480","819200","System.Diagnostics.ProcessModuleCollection","25128","25128","30785536","30785536","432488","432488","31059968","31059968","33361920","33361920","5029445632","734478336","True","Normal","30785536","30785536","255","0",,"System.Diagnostics.ProcessThreadCollection","471","4984422400","689455104","False",,,,"19361792","19361792",,"System.Diagnostics.ProcessModule (IntelAudioService.exe)","00:00:00.4843750","00:00:01.0156250","00:00:00.5312500","IntelAudioService","0","","True",,
"IntelCpHDCPSvc","0","165","2203395854336","7569408","1744896","8352","C:\WINDOWS\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_fbb7d82167e332a4\IntelCpHDCPSvc.exe","C:\WINDOWS\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_fbb7d82167e332a4\IntelCpHDCPSvc.exe","System.Diagnostics.Process (services)","Intel Corporation","1.109375","31.0.101.2114","31.0.101.2114","Intel HD Graphics Drivers for Windows(R)","Intel HD Graphics Drivers for Windows(R)","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4364","8",,"False","12/02/2024 09:42:51",,"2024",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8352","8352","1744896","1744896","87664","87664","1871872","1871872","8114176","8114176","2203403243520","85020672","True","Normal","1744896","1744896","255","0",,"System.Diagnostics.ProcessThreadCollection","165","2203395854336","77631488","False",,,,"7569408","7569408",,"System.Diagnostics.ProcessModule (IntelCpHDCPSvc.exe)","00:00:00.7500000","00:00:01.1093750","00:00:00.3593750","IntelCpHDCPSvc","0","","True",,
"IntelCpHeciSvc","0","158","2203391188992","7073792","1732608","7944","C:\WINDOWS\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_fbb7d82167e332a4\IntelCpHeciSvc.exe","C:\WINDOWS\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_fbb7d82167e332a4\IntelCpHeciSvc.exe","System.Diagnostics.Process (services)","","0.5","","","","","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4624","8",,"False","12/02/2024 09:42:51",,"2392",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7944","7944","1732608","1732608","72376","72376","1884160","1884160","7778304","7778304","2203397472256","79249408","True","Normal","1732608","1732608","255","0",,"System.Diagnostics.ProcessThreadCollection","158","2203391188992","72966144","False",,,,"7073792","7073792",,"System.Diagnostics.ProcessModule (IntelCpHeciSvc.exe)","00:00:00.2656250","00:00:00.5000000","00:00:00.2343750","IntelCpHeciSvc","0","","True",,
"jhi_service","0","193","2203402727424","7909376","1884160","10088","C:\WINDOWS\System32\DriverStore\FileRepository\dal.inf_amd64_af50fdb80983f7bc\jhi_service.exe","C:\WINDOWS\System32\DriverStore\FileRepository\dal.inf_amd64_af50fdb80983f7bc\jhi_service.exe","System.Diagnostics.Process (services)","Intel Corporation","0.15625","1.44.2023.0710","1.44.2023.0710","Intel(R) Dynamic Application Loader Host Interface","Intel(R) Dynamic Application Loader Host Interface","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5064","8",,"False","12/02/2024 09:42:52",,"4820",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10088","10088","1884160","1884160","91472","91472","3026944","3026944","10498048","10498048","2203412426752","94203904","True","Normal","1884160","1884160","255","0",,"System.Diagnostics.ProcessThreadCollection","193","2203402727424","84504576","False",,,,"7909376","7909376",,"System.Diagnostics.ProcessModule (jhi_service.exe)","00:00:00.0468750","00:00:00.1562500","00:00:00.1093750","jhi_service","0","","True",,
"Launchpad","0","403","20278587392","18014208","94834688","20896","C:\Program Files\Microsoft SQL Server\MSSQL16.MSSQLSERVER\MSSQL\Binn\launchpad.exe","""C:\Program Files\Microsoft SQL Server\MSSQL16.MSSQLSERVER\MSSQL\Binn\launchpad.exe"" -launcher RLauncher.dll -launcher Pythonlauncher.dll -launcher commonlauncher.dll -pipename sqlsatellitelaunch -timeout 600000 -logPath ""C:\Program Files\Microsoft SQL Server\MSSQL16.MSSQLSERVER\MSSQL\LOG\ExtensibilityLog"" -workingDir ""C:\Program Files\Microsoft SQL Server\MSSQL16.MSSQLSERVER\MSSQL\ExtensibilityData"" -externalLanguagesTempDir ""C:\Program Files\Microsoft SQL Server\MSSQL16.MSSQLSERVER\MSSQL\ExternalLanguagesTemp"" -externalLanguagesDir ""C:\Program Files\Microsoft SQL Server\MSSQL16.MSSQLSERVER\MSSQL\ExternalLanguages"" -externalLibrariesTempDir ""C:\Program Files\Microsoft SQL Server\MSSQL16.MSSQLSERVER\MSSQL\ExternalLibrariesTemp"" -externalLibrariesDir ""C:\Program Files\Microsoft SQL Server\MSSQL16.MSSQLSERVER\MSSQL\ExternalLibraries"" -satelliteDllPath ""C:\Program Files\Microsoft SQL Server\MSSQL16.MSSQLSERVER\MSSQL\Binn\sqlsatellite.dll"" ","System.Diagnostics.Process (services)","Microsoft Corporation","1.765625","2022.0160.1110.01 ((sql2022_rtm_gdr).231110-0554)","16.0.1110.1","SQL Launchpad Service","Microsoft SQL Server","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4936","8",,"False","12/02/2024 09:44:57",,"13568",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20896","20896","94834688","94834688","170728","170728","96137216","96137216","32018432","32018432","20289597440","-1185239040","True","Normal","94834688","94834688","255","0",,"System.Diagnostics.ProcessThreadCollection","403","20278587392","-1196249088","False",,,,"18014208","18014208",,"System.Diagnostics.ProcessModule (launchpad.exe)","00:00:00.8906250","00:00:01.7656250","00:00:00.8750000","Launchpad","0","","True",,
"LITSSvc","0","151","2203397402624","7204864","2109440","8480","C:\WINDOWS\System32\DriverStore\FileRepository\litsdrv.inf_amd64_4eda545e0ed970d1\LITSSvc.exe","""C:\WINDOWS\System32\DriverStore\FileRepository\litsdrv.inf_amd64_4eda545e0ed970d1\LITSSvc.exe""","System.Diagnostics.Process (services)","Lenovo.","2.453125","2.1.9.5","2.1.9.5","Lenovo ITS Service","Lenovo Intelligent Thermal Service","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4596","8",,"False","12/02/2024 09:42:51",,"1588",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8480","8480","2109440","2109440","87616","87616","2191360","2191360","7737344","7737344","2203406839808","88616960","True","Normal","2109440","2109440","255","0",,"System.Diagnostics.ProcessThreadCollection","151","2203397402624","79179776","False",,,,"7204864","7204864",,"System.Diagnostics.ProcessModule (LITSSvc.exe)","00:00:02.2031250","00:00:02.4531250","00:00:00.2500000","LITSSvc","0","","True",,
"LMS","0","379","105299968","14450688","7872512","21232","C:\WINDOWS\System32\DriverStore\FileRepository\lms.inf_amd64_f11b844898206530\LMS.exe","C:\WINDOWS\System32\DriverStore\FileRepository\lms.inf_amd64_f11b844898206530\LMS.exe","System.Diagnostics.Process (services)","Intel Corporation","1.625","2316.5.1.1","2316.5.1.2         ","Intel(R) Local Management Service","Intel(R) Management and Security Application Local Management Service","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4312","8",,"False","12/02/2024 09:42:52",,"4852",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","21232","21232","7872512","7872512","143184","143184","8691712","8691712","18690048","18690048","121290752","121290752","True","Normal","7872512","7872512","255","0",,"System.Diagnostics.ProcessThreadCollection","379","105299968","105299968","False",,,,"14450688","14450688",,"System.Diagnostics.ProcessModule (LMS.exe)","00:00:00.9843750","00:00:01.6250000","00:00:00.6406250","LMS","0","","True",,
"LockApp","1","582","2203764502528","52879360","17944576","29056","C:\WINDOWS\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\LockApp.exe","""C:\WINDOWS\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\LockApp.exe"" -ServerName:WindowsDefaultLockScreen.AppX7y4nbzq37zn4ks9k7amqjywdat7d3j2z.mca","System.Diagnostics.Process (svchost)","Microsoft Corporation","0.328125","10.0.19041.3636 (WinBuild.160101.0800)","10.0.19041.3636","LockApp.exe","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4760","8",,"False","13/02/2024 10:54:57",,"12872",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","29056","29056","17944576","17944576","646536","646536","20365312","20365312","67342336","67342336","2203778134016","459911168","True","Normal","17944576","17944576","255","1",,"System.Diagnostics.ProcessThreadCollection","582","2203764502528","446279680","False",,,,"52879360","52879360",,"System.Diagnostics.ProcessModule (LockApp.exe)","00:00:00.1093750","00:00:00.3281250","00:00:00.2187500","LockApp","0","","True",,
"lsass","0","1790","2203428048896","24338432","10510336","29688","C:\WINDOWS\system32\lsass.exe","C:\WINDOWS\system32\lsass.exe","System.Diagnostics.Process (wininit)","Microsoft Corporation","37.015625","10.0.19041.3636 (WinBuild.160101.0800)","10.0.19041.3636","Local Security Authority Process","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4348","9",,"False","12/02/2024 09:42:50",,"8",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","29688","29688","10510336","10510336","187248","187248","11317248","11317248","26628096","26628096","2203436396544","118173696","True","Normal","10510336","10510336","255","0",,"System.Diagnostics.ProcessThreadCollection","1790","2203428048896","109826048","False",,,,"24338432","24338432",,"System.Diagnostics.ProcessModule (lsass.exe)","00:00:16.9062500","00:00:37.0156250","00:00:20.1093750","lsass","0","","True",,
"Memory Compression","0","0","479592448","459988992","1228800","0",,,,,"28.609375",,,,,"Process",,,"8",,"False","12/02/2024 09:42:51",,"3520",".",,,,"0","0","1228800","1228800","4224","4224","1343488","1343488","630513664","630513664","650248192","650248192",,,"1228800","1228800",,"0",,"System.Diagnostics.ProcessThreadCollection","0","479592448","479592448","False",,,,"459988992","459988992",,,"00:00:28.6093750","00:00:28.6093750","00:00:00","Memory Compression","0","","True",,
"ModemAuthenticator","0","145","4369657856","7180288","1454080","8080","C:\WINDOWS\System32\ModemAuthenticator.exe","C:\WINDOWS\System32\ModemAuthenticator.exe","System.Diagnostics.Process (services)","Intel","0.28125","4.7.2.0","4.7.2.0","ModemAuthenticator","ModemAuthenticator","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4644","8",,"False","12/02/2024 09:42:52",,"4804",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8080","8080","1454080","1454080","79440","79440","1667072","1667072","7782400","7782400","4378046464","83079168","True","Normal","1454080","1454080","255","0",,"System.Diagnostics.ProcessThreadCollection","145","4369657856","74690560","False",,,,"7180288","7180288",,"System.Diagnostics.ProcessModule (ModemAuthenticator.exe)","00:00:00.1406250","00:00:00.2812500","00:00:00.1406250","ModemAuthenticator","0","","True",,
"msedge","1","188","2306888544256","17694720","8503296","11824","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-GB --service-sandbox-type=service --no-appcompat-clear --mojo-platform-channel-handle=2756 --field-trial-handle=2376,i,11375575880538550522,8470300018453696789,262144 --variations-seed-version /prefetch:8","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.28125","121.0.2277.112","121.0.2277.112","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4856","8",,"False","12/02/2024 09:44:48",,"1284",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","11824","11824","8503296","8503296","733392","733392","8663040","8663040","20267008","20267008","2306905321472","507883520","True","Normal","8503296","8503296","255","1",,"System.Diagnostics.ProcessThreadCollection","188","2306888544256","491106304","False",,,,"17694720","17694720",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.0781250","00:00:00.2812500","00:00:00.2031250","msedge","0","","True",,
"msedge","1","323","2307134164992","32497664","26443776","18552","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=gpu-process --no-appcompat-clear --gpu-preferences=WAAAAAAAAADgAAAMAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGAAAAAAAAAAYAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --mojo-platform-channel-handle=2372 --field-trial-handle=2376,i,11375575880538550522,8470300018453696789,262144 --variations-seed-version /prefetch:2","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.53125","121.0.2277.112","121.0.2277.112","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4120","10",,"False","12/02/2024 09:44:48",,"8448",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","18552","18552","26443776","26443776","1041168","1041168","26615808","26615808","39120896","39120896","2307150942208","753504256","True","AboveNormal","26443776","26443776","255","1",,"System.Diagnostics.ProcessThreadCollection","323","2307134164992","736727040","False",,,,"32497664","32497664",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.2656250","00:00:00.5312500","00:00:00.2656250","msedge","0","","True",,
"msedge","1","209","3512560074752","24100864","23179264","15592","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --no-appcompat-clear --lang=en-GB --js-flags=--ms-user-locale= --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=19 --time-ticks-at-unix-epoch=-1707727357016019 --launch-time-ticks=138972162 --mojo-platform-channel-handle=5508 --field-trial-handle=2376,i,11375575880538550522,8470300018453696789,262144 --variations-seed-version /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.25","121.0.2277.112","121.0.2277.112","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1476","4",,"False","12/02/2024 09:44:55",,"9552",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","15592","15592","23179264","23179264","748976","748976","23265280","23265280","30224384","30224384","3513774596096","491347968","True","Idle","23179264","23179264","255","1",,"System.Diagnostics.ProcessThreadCollection","209","3512560074752","-723173376","False",,,,"24100864","24100864",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.1093750","00:00:00.2500000","00:00:00.1406250","msedge","0","","True",,
"msedge","1","158","2272207052800","8351744","2232320","9728","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=crashpad-handler ""--user-data-dir=C:\Users\DstMove\AppData\Local\Microsoft\Edge\User Data"" /prefetch:4 --monitor-self-annotation=ptype=crashpad-handler ""--database=C:\Users\DstMove\AppData\Local\Microsoft\Edge\User Data\Crashpad"" ""--metrics-dir=C:\Users\DstMove\AppData\Local\Microsoft\Edge\User Data"" --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=121.0.6167.160 ""--annotation=exe=C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --annotation=plat=Win64 ""--annotation=prod=Microsoft Edge"" --annotation=ver=121.0.2277.112 --initial-client-data=0x274,0x278,0x27c,0x270,0x284,0x7ffe51d4bf98,0x7ffe51d4bfa4,0x7ffe51d4bfb0","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.0625","121.0.2277.112","121.0.2277.112","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1468","8",,"False","12/02/2024 09:44:48",,"13732",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9728","9728","2232320","2232320","144904","144904","2383872","2383872","9039872","9039872","2272240607232","202907648","True","Normal","2232320","2232320","255","1",,"System.Diagnostics.ProcessThreadCollection","158","2272207052800","169353216","False",,,,"8351744","8351744",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.0468750","00:00:00.0625000","00:00:00.0156250","msedge","0","","True",,
"msedge","1","332","2306992615424","32948224","12734464","18600","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-GB --service-sandbox-type=none --no-appcompat-clear --mojo-platform-channel-handle=1884 --field-trial-handle=2376,i,11375575880538550522,8470300018453696789,262144 --variations-seed-version /prefetch:3","System.Diagnostics.Process (msedge)","Microsoft Corporation","3.609375","121.0.2277.112","121.0.2277.112","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3848","8",,"False","12/02/2024 09:44:48",,"14032",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","18600","18600","12734464","12734464","798656","798656","14807040","14807040","38006784","38006784","2307022106624","624668672","True","Normal","12734464","12734464","255","1",,"System.Diagnostics.ProcessThreadCollection","332","2306992615424","595177472","False",,,,"32948224","32948224",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:01.7968750","00:00:03.6093750","00:00:01.8125000","msedge","0","","True",,
"msedge","1","1485","2341722128384","108699648","55353344","45808","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --no-startup-window",,"Microsoft Corporation","11.625","121.0.2277.112","121.0.2277.112","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3540","8",,"False","12/02/2024 09:44:48",,"14280",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","45808","45808","55353344","55353344","1132032","1132032","62025728","62025728","139862016","139862016","2341854420992","1097244672","True","Normal","55353344","55353344","255","1",,"System.Diagnostics.ProcessThreadCollection","1485","2341722128384","964952064","False",,,,"108699648","108699648",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:05.6718750","00:00:11.6250000","00:00:05.9531250","msedge","0","","True",,
"msedge","1","459","3514838224896","71229440","84971520","22648","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --instant-process --no-appcompat-clear --first-renderer-process --lang=en-GB --js-flags=--ms-user-locale= --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=16 --time-ticks-at-unix-epoch=-1707727357016019 --launch-time-ticks=138858441 --mojo-platform-channel-handle=5700 --field-trial-handle=2376,i,11375575880538550522,8470300018453696789,262144 --variations-seed-version /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","5.078125","121.0.2277.112","121.0.2277.112","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4320","4",,"False","12/02/2024 09:44:55",,"14920",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","22648","22648","84971520","84971520","766616","766616","118661120","118661120","161054720","161054720","3517091102720","-487112704","True","Idle","84971520","84971520","255","1",,"System.Diagnostics.ProcessThreadCollection","459","3514838224896","1554976768","False",,,,"71229440","71229440",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.5468750","00:00:05.0781250","00:00:04.5312500","msedge","0","","True",,
"OneApp.IGCC.WinService","0","509","4989988864","45522944","41029632","29632","C:\WINDOWS\System32\DriverStore\FileRepository\igcc_dch.inf_amd64_47d3698a1c94c55a\OneApp.IGCC.WinService.exe","C:\WINDOWS\System32\DriverStore\FileRepository\igcc_dch.inf_amd64_47d3698a1c94c55a\OneApp.IGCC.WinService.exe","System.Diagnostics.Process (services)","Intel Corporation","2.484375","1.0.3962.0","1.0.3962.0","Intel® Graphics Command Center Service","IGCC Service","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4828","8",,"False","12/02/2024 09:42:52",,"4744",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","29632","29632","41029632","41029632","451976","451976","43413504","43413504","55795712","55795712","5057032192","762064896","True","Normal","41029632","41029632","255","0",,"System.Diagnostics.ProcessThreadCollection","509","4989988864","695021568","False",,,,"45522944","45522944",,"System.Diagnostics.ProcessModule (OneApp.IGCC.WinService.exe)","00:00:01.0156250","00:00:02.4843750","00:00:01.4687500","OneApp.IGCC.WinService","0","","True",,
"OneDrive","1","1026","2207191023616","113913856","64372736","62440","C:\Users\DstMove\AppData\Local\Microsoft\OneDrive\OneDrive.exe","""C:\Users\DstMove\AppData\Local\Microsoft\OneDrive\OneDrive.exe"" /background","System.Diagnostics.Process (explorer)","Microsoft Corporation","26.859375","24.023.0131.0003","24.023.0131.0003","Microsoft OneDrive","Microsoft OneDrive","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4064","8",,"False","12/02/2024 09:43:13",,"14200",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","62440","62440","64372736","64372736","957136","957136","102924288","102924288","159969280","159969280","2207271768064","-341422080","True","Normal","64372736","64372736","255","1",,"System.Diagnostics.ProcessThreadCollection","1026","2207191023616","-422166528","False",,,,"113913856","113913856",,"System.Diagnostics.ProcessModule (OneDrive.exe)","00:00:22.4062500","00:00:26.8593750","00:00:04.4531250","OneDrive","0","","True",,
"pg_ctl","0","107","4383453184","6258688","1437696","8080","C:\Program Files\PostgreSQL\16\bin\pg_ctl.exe","""C:\Program Files\PostgreSQL\16\bin\pg_ctl.exe"" runservice -N ""postgresql-x64-16"" -D ""C:\Program Files\PostgreSQL\16\data"" -w","System.Diagnostics.Process (services)","PostgreSQL Global Development Group","0.34375","16.1","16.1","pg_ctl - starts/stops/restarts the PostgreSQL server","PostgreSQL","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4148","8",,"False","12/02/2024 09:42:52",,"5100",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8080","8080","1437696","1437696","93392","93392","1515520","1515520","6742016","6742016","4400230400","105263104","True","Normal","1437696","1437696","255","0",,"System.Diagnostics.ProcessThreadCollection","107","4383453184","88485888","False",,,,"6258688","6258688",,"System.Diagnostics.ProcessModule (pg_ctl.exe)","00:00:00.1562500","00:00:00.3437500","00:00:00.1875000","pg_ctl","0","","True",,
"PhoneExperienceHost","1","1164","2481395462144","137203712","54112256","99648","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.23122.73.0_x64__8wekyb3d8bbwe\PhoneExperienceHost.exe","""C:\Program Files\WindowsApps\Microsoft.YourPhone_1.23122.73.0_x64__8wekyb3d8bbwe\PhoneExperienceHost.exe"" -ComServer:Background -Embedding","System.Diagnostics.Process (svchost)","Microsoft Corporation","3.953125","1.23122.73.0","1.23122.73+b033a8b3dd0faae807ab7498ab2f804af50ee325","Microsoft Phone Link","Microsoft Phone Link","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3668","8",,"False","12/02/2024 09:43:03",,"12992",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","99648","99648","54112256","54112256","1075432","1075432","55709696","55709696","159428608","159428608","2481417056256","-1074040832","True","Normal","54112256","54112256","255","1",,"System.Diagnostics.ProcessThreadCollection","1164","2481395462144","-1095634944","False",,,,"137203712","137203712",,"System.Diagnostics.ProcessModule (PhoneExperienceHost.exe)","00:00:01.2656250","00:00:03.9531250","00:00:02.6875000","PhoneExperienceHost","0","","True",,
"postgres","0","349","4571488256","13012992","3018752","10312","C:\Program Files\PostgreSQL\16\bin\postgres.exe","""C:/Program Files/PostgreSQL/16/bin/postgres.exe"" ""--forkaux"" ""5356"" ""4""","System.Diagnostics.Process (postgres)","PostgreSQL Global Development Group","0.046875","16.1","16.1","PostgreSQL Server","PostgreSQL","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4172","8",,"False","12/02/2024 09:42:53",,"5720",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10312","10312","3018752","3018752","483192","483192","3121152","3121152","14303232","14303232","4621819904","326852608","True","Normal","3018752","3018752","255","0",,"System.Diagnostics.ProcessThreadCollection","349","4571488256","276520960","False",,,,"13012992","13012992",,"System.Diagnostics.ProcessModule (postgres.exe)","00:00:00.0156250","00:00:00.0468750","00:00:00.0312500","postgres","0","","True",,
